,return_date,product_id,store_id,quantity
243,1997-02-12,11,6,1
244,1997-02-12,231,17,2
245,1997-02-12,269,6,1
246,1997-02-12,499,7,1
247,1997-02-12,548,6,1
248,1997-02-12,551,6,1
249,1997-02-12,575,11,1
250,1997-02-12,661,7,2
251,1997-02-12,913,17,2
252,1997-02-12,978,7,1
253,1997-02-12,983,7,1
254,1997-02-12,1430,11,1
255,1997-02-12,1475,11,1
256,1997-02-12,1549,6,1
257,1997-02-13,105,7,1
258,1997-02-13,327,7,2
259,1997-02-13,493,7,1
260,1997-02-13,881,7,1
261,1997-02-13,951,7,1
262,1997-02-13,1472,7,1
263,1997-02-14,53,3,2
264,1997-02-14,362,23,1
265,1997-02-14,526,6,1
266,1997-02-14,564,23,1
267,1997-02-14,648,6,1
268,1997-02-14,914,6,1
269,1997-02-14,964,3,1
270,1997-02-14,995,23,2
271,1997-02-14,1169,3,2
272,1997-02-15,370,15,2
273,1997-02-15,376,7,1
274,1997-02-15,386,3,1
275,1997-02-15,467,15,1
276,1997-02-15,482,3,1
277,1997-02-15,734,15,1
278,1997-02-15,799,3,2
279,1997-02-15,914,7,1
280,1997-02-15,927,7,1
281,1997-02-15,935,3,1
282,1997-02-15,1260,15,1
283,1997-02-16,815,24,1
284,1997-02-16,1142,24,1
285,1997-02-16,1405,24,1
286,1997-02-16,1414,24,1
287,1997-02-17,10,17,1
288,1997-02-17,174,17,2
289,1997-02-17,217,17,1
290,1997-02-17,417,17,1
291,1997-02-17,434,6,1
292,1997-02-17,507,17,1
293,1997-02-17,681,17,1
294,1997-02-17,712,3,1
295,1997-02-17,984,17,1
296,1997-02-18,142,16,1
297,1997-02-18,312,16,1
298,1997-02-18,335,16,1
299,1997-02-18,752,16,2
300,1997-02-18,899,23,1
301,1997-02-18,1449,16,1
302,1997-02-19,172,17,1
303,1997-02-19,181,17,1
304,1997-02-19,234,17,2
305,1997-02-19,349,15,1
306,1997-02-19,536,13,1
307,1997-02-19,985,17,1
308,1997-02-19,1088,15,1
309,1997-02-19,1106,13,1
310,1997-02-19,1347,13,1
311,1997-02-19,1376,13,1
312,1997-02-20,52,11,1
313,1997-02-21,122,3,1
314,1997-02-21,1329,3,1
315,1997-02-22,1164,13,1
316,1997-02-22,1252,13,1
317,1997-02-23,41,24,1
318,1997-02-23,881,24,1
319,1997-02-23,1464,24,2
320,1997-02-25,80,17,2
321,1997-02-25,105,17,1
322,1997-02-25,143,17,1
323,1997-02-25,258,17,2
324,1997-02-25,466,17,1
325,1997-02-25,512,7,1
326,1997-02-25,961,7,1
327,1997-02-25,1182,17,1
328,1997-02-25,1189,17,1
329,1997-02-25,1235,17,2
330,1997-02-26,132,13,1
331,1997-02-26,440,13,1
332,1997-02-26,460,16,2
333,1997-02-26,495,13,1
334,1997-02-26,557,16,1
335,1997-02-26,639,13,1
336,1997-02-26,852,16,1
337,1997-02-26,856,13,1
338,1997-02-26,883,13,1
339,1997-02-26,1019,16,1
340,1997-02-26,1103,16,2
341,1997-02-26,1216,16,2
342,1997-02-26,1281,13,1
343,1997-02-27,239,11,1
344,1997-02-27,495,11,1
345,1997-02-27,511,11,1
346,1997-02-27,799,16,1
347,1997-02-27,821,16,1
348,1997-02-27,894,16,1
349,1997-02-27,969,11,1
350,1997-02-27,1381,16,1
351,1997-03-01,137,16,1
352,1997-03-01,474,23,1
353,1997-03-01,750,16,1
354,1997-03-02,650,13,1
355,1997-03-02,778,13,1
356,1997-03-02,1128,13,1
357,1997-03-02,1137,13,2
358,1997-03-02,1220,7,2
359,1997-03-02,1406,13,2
360,1997-03-02,1437,7,1
361,1997-03-02,1453,7,1
362,1997-03-03,344,24,1
363,1997-03-03,457,11,2
364,1997-03-03,466,11,1
365,1997-03-03,477,11,1
366,1997-03-03,803,24,1
367,1997-03-03,947,11,1
368,1997-03-03,1021,24,1
369,1997-03-03,1198,11,1
370,1997-03-03,1296,11,1
371,1997-03-03,1298,24,1
372,1997-03-03,1305,11,1
373,1997-03-03,1400,24,1
374,1997-03-04,20,13,1
375,1997-03-04,862,13,1
376,1997-03-04,1231,13,1
377,1997-03-05,54,15,1
378,1997-03-05,752,15,2
379,1997-03-05,804,15,1
380,1997-03-05,906,11,1
381,1997-03-05,1236,15,2
382,1997-03-05,1328,11,2
383,1997-03-05,1369,11,1
384,1997-03-08,379,16,1
385,1997-03-08,784,16,1
386,1997-03-08,888,16,1
387,1997-03-08,909,16,1
388,1997-03-10,281,24,1
389,1997-03-10,360,24,1
390,1997-03-10,428,24,2
391,1997-03-10,564,24,1
392,1997-03-10,581,16,1
393,1997-03-10,814,16,1
394,1997-03-10,1044,24,1
395,1997-03-10,1222,24,1
396,1997-03-10,1305,16,1
397,1997-03-10,1318,6,1
398,1997-03-10,1347,24,1
399,1997-03-11,522,15,2
400,1997-03-11,555,15,2
401,1997-03-11,871,15,1
402,1997-03-11,990,15,1
403,1997-03-11,1274,15,1
404,1997-03-11,1497,15,1
405,1997-03-12,515,3,2
406,1997-03-12,722,3,1
407,1997-03-12,1514,3,1
408,1997-03-12,1533,3,1
409,1997-03-13,207,7,1
410,1997-03-13,566,7,1
411,1997-03-13,789,13,1
412,1997-03-13,903,7,1
413,1997-03-13,920,13,1
414,1997-03-13,957,13,2
415,1997-03-13,990,23,1
416,1997-03-13,1356,13,1
417,1997-03-13,1458,13,1
418,1997-03-13,1469,7,1
419,1997-03-14,100,15,1
420,1997-03-14,246,6,1
421,1997-03-14,373,15,1
422,1997-03-14,902,15,2
423,1997-03-14,1269,15,2
424,1997-03-15,20,15,1
425,1997-03-15,208,3,2
426,1997-03-15,209,15,1
427,1997-03-15,517,15,1
428,1997-03-15,824,24,1
429,1997-03-15,848,15,1
430,1997-03-15,987,3,1
431,1997-03-15,1382,24,1
432,1997-03-15,1433,3,1
433,1997-03-15,1483,15,1
434,1997-03-16,574,16,1
435,1997-03-16,951,16,2
436,1997-03-16,1207,16,2
437,1997-03-16,1433,16,1
438,1997-03-17,800,3,2
439,1997-03-17,939,3,1
440,1997-03-17,1029,3,1
441,1997-03-18,106,17,2
442,1997-03-18,343,16,1
443,1997-03-18,376,16,1
444,1997-03-18,574,16,2
445,1997-03-18,599,17,1
446,1997-03-18,1165,17,2
447,1997-03-18,1231,16,1
448,1997-03-18,1316,17,2
449,1997-03-18,1454,17,1
450,1997-03-18,1493,16,1
451,1997-03-19,238,3,1
452,1997-03-19,551,23,1
453,1997-03-19,1041,3,2
454,1997-03-19,1246,3,1
455,1997-03-19,1352,3,1
456,1997-03-19,1538,3,2
457,1997-03-20,45,17,2
458,1997-03-20,49,3,1
459,1997-03-20,103,6,1
460,1997-03-20,109,6,1
461,1997-03-20,372,17,1
462,1997-03-20,664,6,1
463,1997-03-20,690,17,1
464,1997-03-20,754,3,1
465,1997-03-20,921,17,1
466,1997-03-20,1022,3,2
467,1997-03-20,1138,17,1
468,1997-03-21,68,13,1
469,1997-03-21,133,13,1
470,1997-03-21,187,11,1
471,1997-03-21,295,13,1
472,1997-03-21,342,13,1
473,1997-03-21,398,13,1
474,1997-03-21,440,13,1
475,1997-03-21,456,7,1
476,1997-03-21,462,11,2
477,1997-03-21,519,13,1
478,1997-03-21,619,13,1
479,1997-03-21,652,13,1
480,1997-03-21,676,11,1
481,1997-03-21,684,13,1
482,1997-03-21,766,7,1
483,1997-03-21,832,13,1
484,1997-03-21,929,13,2
485,1997-03-21,1202,13,1
486,1997-03-21,1365,7,2
487,1997-03-21,1368,13,1
488,1997-03-21,1406,13,1
489,1997-03-21,1428,13,1
490,1997-03-21,1434,13,1
491,1997-03-22,81,15,1
492,1997-03-22,376,17,1
493,1997-03-22,409,15,2
494,1997-03-22,463,17,1
495,1997-03-22,583,15,1
496,1997-03-22,858,17,1
497,1997-03-22,1021,11,1
498,1997-03-22,1112,17,1
499,1997-03-22,1190,17,1
500,1997-03-22,1243,17,1
501,1997-03-22,1309,17,1
502,1997-03-22,1434,11,1
503,1997-03-22,1480,15,1
504,1997-03-23,111,11,1
505,1997-03-23,161,11,1
506,1997-03-23,465,11,1
507,1997-03-23,671,11,1
508,1997-03-23,993,11,2
509,1997-03-24,368,7,1
510,1997-03-24,408,7,1
511,1997-03-24,948,7,1
512,1997-03-24,1263,7,1
513,1997-03-25,171,6,1
514,1997-03-25,295,6,1
515,1997-03-25,600,6,1
516,1997-03-25,636,6,1
517,1997-03-25,724,6,1
518,1997-03-25,1298,6,2
519,1997-03-25,1432,6,1
520,1997-03-26,953,23,2
521,1997-03-27,105,24,1
522,1997-03-27,179,24,1
523,1997-03-27,571,24,2
524,1997-03-27,728,24,1
525,1997-03-27,1190,24,1
526,1997-03-27,1199,24,1
527,1997-03-28,57,13,1
528,1997-03-28,93,13,1
529,1997-03-28,439,17,1
530,1997-03-28,446,17,1
531,1997-03-28,497,17,1
532,1997-03-28,717,13,1
533,1997-03-28,799,17,1
534,1997-03-28,848,17,1
535,1997-03-28,1285,17,1
536,1997-03-28,1427,13,1
537,1997-03-28,1498,13,1
538,1997-03-28,1528,13,1
539,1997-03-29,82,23,1
540,1997-03-29,574,23,1
541,1997-03-29,636,17,2
542,1997-03-29,672,23,1
543,1997-03-29,868,17,1
544,1997-03-29,1061,17,1
545,1997-03-29,1275,17,1
546,1997-03-29,1429,17,2
547,1997-03-29,1441,17,1
548,1997-03-30,438,7,2
549,1997-03-30,1170,7,1
550,1997-03-30,1194,7,1
551,1997-03-30,1453,7,1
552,1997-04-01,255,11,1
553,1997-04-01,257,11,1
554,1997-04-01,307,11,1
555,1997-04-01,814,11,1
556,1997-04-01,864,11,1
557,1997-04-02,543,15,2
558,1997-04-02,1328,15,1
559,1997-04-03,27,17,1
560,1997-04-03,416,17,1
561,1997-04-03,441,17,2
562,1997-04-03,523,23,1
563,1997-04-03,699,17,1
564,1997-04-03,732,17,1
565,1997-04-03,1161,24,1
566,1997-04-03,1337,23,1
567,1997-04-03,1455,17,1
568,1997-04-03,1536,17,1
569,1997-04-04,115,16,1
570,1997-04-04,164,3,1
571,1997-04-04,245,16,1
572,1997-04-04,659,7,2
573,1997-04-04,734,3,1
574,1997-04-04,861,16,2
575,1997-04-04,886,7,1
576,1997-04-04,921,7,1
577,1997-04-04,968,16,2
578,1997-04-04,1010,3,1
579,1997-04-04,1025,24,2
580,1997-04-04,1122,24,1
581,1997-04-04,1423,7,1
582,1997-04-04,1463,24,1
583,1997-04-05,455,7,1
584,1997-04-05,543,24,1
585,1997-04-05,1232,7,1
586,1997-04-06,48,3,1
587,1997-04-06,358,3,1
588,1997-04-06,697,3,2
589,1997-04-06,1169,3,1
590,1997-04-07,366,17,1
591,1997-04-07,371,7,1
592,1997-04-07,477,17,1
593,1997-04-07,507,17,1
594,1997-04-07,570,17,1
595,1997-04-07,900,17,1
596,1997-04-07,1409,7,1
597,1997-04-07,1458,7,1
598,1997-04-07,1463,17,1
599,1997-04-07,1533,7,1
600,1997-04-08,265,13,1
601,1997-04-08,1253,13,1
602,1997-04-09,372,15,1
603,1997-04-09,1288,15,1
604,1997-04-10,883,11,1
605,1997-04-10,1541,11,1
606,1997-04-12,20,23,1
607,1997-04-12,104,23,1
608,1997-04-12,116,15,1
609,1997-04-12,138,15,1
610,1997-04-12,219,15,2
611,1997-04-12,564,13,1
612,1997-04-12,618,15,1
613,1997-04-12,943,13,1
614,1997-04-12,1171,15,1
615,1997-04-12,1362,13,1
616,1997-04-12,1450,23,1
617,1997-04-13,3,17,1
618,1997-04-13,14,6,1
619,1997-04-13,265,6,2
620,1997-04-13,339,6,1
621,1997-04-13,514,6,1
622,1997-04-13,573,17,1
623,1997-04-13,1336,24,2
624,1997-04-13,1404,24,1
625,1997-04-13,1453,24,1
626,1997-04-13,1453,6,1
627,1997-04-13,1454,6,2
628,1997-04-14,11,13,1
629,1997-04-14,47,16,2
630,1997-04-14,82,11,2
631,1997-04-14,140,6,1
632,1997-04-14,194,16,1
633,1997-04-14,324,11,1
634,1997-04-14,370,13,1
635,1997-04-14,646,6,1
636,1997-04-14,671,13,1
637,1997-04-14,786,6,1
638,1997-04-14,816,13,1
639,1997-04-14,881,13,2
640,1997-04-14,1266,6,1
641,1997-04-14,1330,6,2
642,1997-04-14,1382,11,1
643,1997-04-14,1389,6,1
644,1997-04-14,1447,13,1
645,1997-04-14,1557,11,1
646,1997-04-15,274,17,1
647,1997-04-15,360,13,1
648,1997-04-15,845,13,1
649,1997-04-15,1201,17,1
650,1997-04-15,1257,17,1
651,1997-04-16,82,6,1
652,1997-04-16,1026,6,1
653,1997-04-16,1362,24,1
654,1997-04-17,195,13,1
655,1997-04-17,415,13,1
656,1997-04-17,675,13,1
657,1997-04-17,948,13,1
658,1997-04-17,1172,13,2
659,1997-04-17,1386,13,1
660,1997-04-17,1524,13,1
661,1997-04-18,878,11,1
662,1997-04-19,277,7,1
663,1997-04-19,549,3,1
664,1997-04-19,587,3,1
665,1997-04-19,638,3,1
666,1997-04-19,691,3,1
667,1997-04-19,1137,7,1
668,1997-04-19,1403,7,1
669,1997-04-19,1414,7,1
670,1997-04-20,376,6,1
671,1997-04-20,907,6,1
672,1997-04-20,1021,6,1
673,1997-04-20,1075,6,1
674,1997-04-21,270,3,1
675,1997-04-21,593,3,1
676,1997-04-21,619,3,1
677,1997-04-21,1432,3,2
678,1997-04-22,331,6,1
679,1997-04-22,427,11,1
680,1997-04-22,515,11,1
681,1997-04-22,597,11,1
682,1997-04-22,991,6,1
683,1997-04-23,17,17,2
684,1997-04-23,275,17,1
685,1997-04-23,1411,17,1
686,1997-04-24,477,16,1
687,1997-04-24,486,16,2
688,1997-04-24,746,16,1
689,1997-04-24,870,23,2
690,1997-04-24,1212,16,1
691,1997-04-26,6,16,2
692,1997-04-26,317,16,1
693,1997-04-26,587,16,2
694,1997-04-26,645,3,1
695,1997-04-26,727,16,2
696,1997-04-26,1422,3,1
697,1997-04-26,1539,16,1
698,1997-04-26,1545,16,1
699,1997-04-26,1558,16,1
700,1997-04-27,163,15,1
701,1997-04-27,191,7,1
702,1997-04-27,225,7,1
703,1997-04-27,444,7,1
704,1997-04-27,491,15,1
705,1997-04-27,982,15,1
706,1997-04-27,993,15,1
707,1997-04-27,1028,23,1
708,1997-04-27,1052,15,1
709,1997-04-27,1183,15,1
710,1997-04-27,1357,15,1
711,1997-04-28,142,23,1
712,1997-04-29,868,15,2
713,1997-04-29,1210,15,1
714,1997-05-01,78,7,1
715,1997-05-01,639,7,1
716,1997-05-01,644,13,1
717,1997-05-01,691,13,1
718,1997-05-01,1132,13,1
719,1997-05-01,1157,13,1
720,1997-05-01,1314,13,2
721,1997-05-01,1447,13,1
722,1997-05-01,1531,7,1
723,1997-05-02,102,16,1
724,1997-05-02,649,24,1
725,1997-05-02,930,16,1
726,1997-05-02,973,24,1
727,1997-05-02,1008,16,1
728,1997-05-02,1104,24,1
729,1997-05-02,1283,16,1
730,1997-05-03,71,3,1
731,1997-05-03,200,3,1
732,1997-05-03,404,17,1
733,1997-05-03,412,3,1
734,1997-05-03,630,17,1
735,1997-05-03,803,3,1
736,1997-05-03,1009,3,1
737,1997-05-03,1323,17,1
738,1997-05-04,268,3,1
739,1997-05-04,362,3,1
740,1997-05-04,748,3,2
741,1997-05-04,1137,3,1
742,1997-05-05,41,16,1
743,1997-05-05,400,13,1
744,1997-05-05,545,17,2
745,1997-05-05,749,16,1
746,1997-05-05,949,17,1
747,1997-05-05,1161,13,2
748,1997-05-05,1330,16,1
749,1997-05-07,157,24,1
750,1997-05-07,166,24,2
751,1997-05-07,463,24,1
752,1997-05-07,866,24,2
753,1997-05-08,420,15,1
754,1997-05-08,471,11,1
755,1997-05-08,527,15,1
756,1997-05-08,692,15,2
757,1997-05-08,1178,15,1
758,1997-05-08,1261,11,1
759,1997-05-08,1388,15,1
760,1997-05-09,122,11,1
761,1997-05-09,145,13,1
762,1997-05-09,165,13,1
763,1997-05-09,304,13,1
764,1997-05-09,340,13,1
765,1997-05-09,407,13,1
766,1997-05-09,590,17,1
767,1997-05-09,629,13,1
768,1997-05-09,629,17,2
769,1997-05-09,702,13,1
770,1997-05-09,735,13,2
771,1997-05-09,739,17,1
772,1997-05-09,763,13,1
773,1997-05-09,831,13,1
774,1997-05-09,832,17,1
775,1997-05-09,852,7,1
776,1997-05-09,868,7,1
777,1997-05-09,1014,11,2
778,1997-05-09,1084,13,1
779,1997-05-09,1120,13,1
780,1997-05-09,1177,13,1
781,1997-05-09,1228,17,1
782,1997-05-09,1258,13,2
783,1997-05-09,1273,13,1
784,1997-05-09,1320,13,2
785,1997-05-09,1353,11,2
786,1997-05-09,1442,7,1
787,1997-05-09,1480,11,1
788,1997-05-09,1505,13,1
789,1997-05-09,1531,13,1
790,1997-05-11,340,11,1
791,1997-05-11,1447,11,1
792,1997-05-11,1452,11,1
793,1997-05-14,54,17,2
794,1997-05-14,109,17,1
795,1997-05-14,170,7,2
796,1997-05-14,325,7,1
797,1997-05-14,493,17,1
798,1997-05-14,640,23,1
799,1997-05-14,722,17,1
800,1997-05-14,767,23,1
801,1997-05-14,780,23,1
802,1997-05-14,830,17,1
803,1997-05-14,960,23,1
804,1997-05-14,1087,17,2
805,1997-05-14,1179,17,1
806,1997-05-15,111,16,1
807,1997-05-15,214,11,1
808,1997-05-15,332,24,1
809,1997-05-15,440,16,1
810,1997-05-15,441,24,1
811,1997-05-15,468,11,1
812,1997-05-15,549,11,1
813,1997-05-15,576,24,1
814,1997-05-15,730,24,2
815,1997-05-15,865,24,2
816,1997-05-15,910,11,1
817,1997-05-15,947,16,2
818,1997-05-15,1157,24,1
819,1997-05-15,1198,16,1
820,1997-05-15,1450,24,2
821,1997-05-15,1465,24,1
822,1997-05-16,156,23,1
823,1997-05-16,304,7,2
824,1997-05-16,527,23,2
825,1997-05-16,874,23,1
826,1997-05-16,1340,7,1
827,1997-05-16,1357,7,1
828,1997-05-17,114,23,2
829,1997-05-17,143,23,1
830,1997-05-17,168,24,1
831,1997-05-17,496,16,1
832,1997-05-17,785,23,1
833,1997-05-17,986,16,1
834,1997-05-17,989,23,1
835,1997-05-17,1349,16,1
836,1997-05-18,329,6,1
837,1997-05-18,611,6,2
838,1997-05-18,1155,6,1
839,1997-05-18,1169,6,1
840,1997-05-19,167,15,1
841,1997-05-19,190,6,1
842,1997-05-19,261,15,1
843,1997-05-19,336,6,1
844,1997-05-19,442,6,2
845,1997-05-19,484,15,1
846,1997-05-19,620,6,2
847,1997-05-19,952,15,1
848,1997-05-19,986,6,1
849,1997-05-19,1072,15,1
850,1997-05-19,1256,15,1
851,1997-05-19,1343,15,2
852,1997-05-19,1405,15,2
853,1997-05-19,1523,6,1
854,1997-05-21,51,6,1
855,1997-05-21,523,15,1
856,1997-05-21,791,24,1
857,1997-05-21,801,3,1
858,1997-05-21,887,24,1
859,1997-05-21,896,15,1
860,1997-05-21,944,7,1
861,1997-05-21,984,24,1
862,1997-05-21,1135,3,2
863,1997-05-21,1164,3,1
864,1997-05-21,1217,6,1
865,1997-05-21,1269,7,1
866,1997-05-21,1274,3,1
867,1997-05-21,1333,7,1
868,1997-05-21,1368,6,1
869,1997-05-21,1484,15,1
870,1997-05-22,397,13,2
871,1997-05-22,967,23,1
872,1997-05-22,1325,15,1
873,1997-05-22,1545,23,1
874,1997-05-23,485,6,1
875,1997-05-23,1378,6,2
876,1997-05-25,66,3,1
877,1997-05-25,296,3,1
878,1997-05-25,1411,3,1
879,1997-05-26,183,3,1
880,1997-05-26,264,3,1
881,1997-05-26,608,3,1
882,1997-05-27,403,15,1
883,1997-05-27,1048,15,1
884,1997-05-27,1464,15,1
885,1997-05-29,23,17,2
886,1997-05-29,398,16,1
887,1997-05-29,409,16,1
888,1997-05-29,600,17,1
889,1997-05-29,719,17,2
890,1997-05-29,905,13,2
891,1997-05-29,996,17,1
892,1997-05-29,1378,17,1
893,1997-05-29,1389,17,2
894,1997-06-01,869,24,1
895,1997-06-01,961,24,1
896,1997-06-01,1190,24,1
897,1997-06-02,19,13,2
898,1997-06-02,333,13,1
899,1997-06-02,550,13,1
900,1997-06-02,983,13,1
901,1997-06-02,997,13,1
902,1997-06-02,1480,13,1
903,1997-06-02,1548,13,1
904,1997-06-03,221,13,1
905,1997-06-03,685,11,1
906,1997-06-03,704,3,1
907,1997-06-03,1024,13,1
908,1997-06-03,1359,13,1
909,1997-06-04,547,24,1
